Subscription ID,Household Income,Home Ownership,Children,Year Of Residence,Age Range,Recruitment Channel,Subscriber
130575353,"$  50,000 - $99,999",OWNER,N,11,60-64,DirectMarketing,YES
181482489,"$100,000 - $199,999",OWNER,N,2,55-59,DirectMarketing,YES
181538436,"$  50,000 - $99,999",OWNER,N,25,70-74,Website,YES
140279884,"$  50,000 - $99,999",OWNER,Y,17,45-49,Website,YES
180585935,"$100,000 - $199,999",OWNER,N,5,75 years or more,DirectMarketing,YES
150133704,"$  20,000 - $49,999",OWNER,N,10,75 years or more,DirectMarketing,YES
181509934,"$  50,000 - $99,999",OWNER,N,15,45-49,DirectMarketing,YES
181479860,"$  20,000 - $49,999",OWNER,N,15,35-39,Website,YES
120227186,"$  20,000 - $49,999",OWNER,N,7,70-74,DirectMarketing,YES
170579788,"$  50,000 - $99,999",OWNER,N,18,75 years or more,DirectMarketing,YES
180648022,"$  20,000 - $49,999",OWNER,N,2,25-29,DirectMarketing,YES
181468749,"$300,000 - $399,999",OWNER,N,28,55-59,DirectMarketing,YES
160424065,"$  50,000 - $99,999",OWNER,N,12,70-74,DirectMarketing,YES
180186217,"$  50,000 - $99,999",OWNER,N,8,75 years or more,Website,YES
130333909,"$100,000 - $199,999",OWNER,N,23,55-59,DirectMarketing,YES
181169660,"Under $20,000",OWNER,N,52,75 years or more,Website,YES
180467859,"$  50,000 - $99,999",OWNER,N,15,45-49,DirectMarketing,YES
181401514,"$  50,000 - $99,999",OWNER,N,10,55-59,DirectMarketing,YES
181437175,"$  50,000 - $99,999",OWNER,Y,16,45-49,Website,YES
110171472,"$300,000 - $399,999",OWNER,N,22,60-64,DirectMarketing,YES
181438323,"Under $20,000",RENTER,N,1,30-34,Website,YES
180619538,"$  50,000 - $99,999",OWNER,N,1,35-39,DirectMarketing,YES
180404148,"$  20,000 - $49,999",OWNER,N,38,70-74,Website,YES
110104055,"$  50,000 - $99,999",OWNER,N,23,60-64,DirectMarketing,YES
150160549,"$100,000 - $199,999",OWNER,N,45,70-74,DirectMarketing,YES
120367347,"$100,000 - $199,999",OWNER,N,14,60-64,Website,YES
110578081,"$  50,000 - $99,999",OWNER,N,38,65-69,DirectMarketing,YES
160611434,"$  50,000 - $99,999",OWNER,N,14,70-74,DirectMarketing,YES
170021461,"$  50,000 - $99,999",RENTER,N,1,35-39,DirectMarketing,YES
170137500,"$100,000 - $199,999",OWNER,N,18,55-59,DirectMarketing,YES
180488499,"$  20,000 - $49,999",OWNER,N,20,45-49,Website,YES
181411847,"$100,000 - $199,999",RENTER,N,4,45-49,DirectMarketing,YES
150105067,"$  50,000 - $99,999",OWNER,N,10,75 years or more,DirectMarketing,YES
180394988,"$100,000 - $199,999",OWNER,Y,11,45-49,Website,YES
181474070,"Under $20,000",RENTER,Y,9,50-54,Website,YES
140051250,"$  50,000 - $99,999",OWNER,N,46,75 years or more,DirectMarketing,YES
180393274,"$100,000 - $199,999",OWNER,N,15,55-59,DirectMarketing,YES
181446204,"$  20,000 - $49,999",OWNER,N,1,30-34,Website,YES
160157771,"$100,000 - $199,999",OWNER,N,36,75 years or more,DirectMarketing,YES
181406864,"$  50,000 - $99,999",OWNER,N,1,40-44,DirectMarketing,YES
110506415,"$300,000 - $399,999",OWNER,Y,23,60-64,DirectMarketing,YES
181358860,"Under $20,000",RENTER,N,1,40-44,DirectMarketing,YES
181445321,"$  50,000 - $99,999",OWNER,Y,8,45-49,DirectMarketing,YES
120369916,"$500,000 Plus",OWNER,N,21,60-64,DirectMarketing,YES
181536791,"$  20,000 - $49,999",RENTER,N,1,30-34,Website,YES
180332039,"$100,000 - $199,999",OWNER,N,7,75 years or more,DirectMarketing,YES
181416988,"$100,000 - $199,999",OWNER,N,2,40-44,DirectMarketing,YES
150052889,"$300,000 - $399,999",OWNER,N,3,60-64,DirectMarketing,YES
130506081,"$300,000 - $399,999",OWNER,N,24,70-74,DirectMarketing,YES
120245316,"$400,000 - $499,999",OWNER,N,21,55-59,DirectMarketing,YES
160492000,"$300,000 - $399,999",OWNER,N,24,55-59,DirectMarketing,YES
170478974,"$100,000 - $199,999",OWNER,N,36,55-59,DirectMarketing,YES
150100881,"$100,000 - $199,999",OWNER,N,32,60-64,DirectMarketing,YES
110449666,"$100,000 - $199,999",OWNER,Y,7,45-49,DirectMarketing,YES
110021966,"$100,000 - $199,999",OWNER,Y,7,55-59,DirectMarketing,YES
120016052,"$  50,000 - $99,999",OWNER,N,46,75 years or more,DirectMarketing,YES
180506197,"$100,000 - $199,999",OWNER,N,3,55-59,DirectMarketing,YES
181176850,"$  20,000 - $49,999",RENTER,Y,3,30-34,DirectMarketing,YES
110047789,"$100,000 - $199,999",OWNER,N,26,75 years or more,DirectMarketing,YES
130238065,"$400,000 - $499,999",OWNER,N,18,24 years or less,DirectMarketing,YES
180392509,"$100,000 - $199,999",OWNER,N,9,55-59,DirectMarketing,YES
181532479,"$200,000 - $299,999",OWNER,Y,20,45-49,Website,YES
181515157,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
110280728,"$200,000 - $299,999",OWNER,N,23,45-49,DirectMarketing,YES
180373000,"$  50,000 - $99,999",RENTER,N,6,50-54,DirectMarketing,YES
181399929,"$  50,000 - $99,999",OWNER,N,18,70-74,DirectMarketing,YES
181550321,"$100,000 - $199,999",OWNER,N,15,50-54,Website,YES
180354680,"$100,000 - $199,999",OWNER,Y,20,45-49,Website,YES
140307667,"$100,000 - $199,999",OWNER,N,19,55-59,DirectMarketing,YES
120190240,"$100,000 - $199,999",OWNER,Y,15,40-44,DirectMarketing,YES
160531753,"$200,000 - $299,999",OWNER,Y,23,55-59,DirectMarketing,YES
181480102,"$100,000 - $199,999",OWNER,N,6,45-49,DirectMarketing,YES
180512568,"Under $20,000",RENTER,N,4,24 years or less,Website,YES
160201213,"$100,000 - $199,999",OWNER,Y,29,55-59,DirectMarketing,YES
140481442,"$  50,000 - $99,999",RENTER,Y,22,55-59,DirectMarketing,YES
150033513,"$300,000 - $399,999",OWNER,Y,23,50-54,DirectMarketing,YES
160548595,"$  50,000 - $99,999",OWNER,N,6,60-64,DirectMarketing,YES
181546004,"Under $20,000",RENTER,N,16,30-34,Website,YES
160130527,"$100,000 - $199,999",OWNER,N,25,65-69,DirectMarketing,YES
130207342,"$100,000 - $199,999",OWNER,Y,39,75 years or more,DirectMarketing,YES
181470952,"$100,000 - $199,999",OWNER,N,21,40-44,Website,YES
120156654,"$100,000 - $199,999",OWNER,N,31,70-74,DirectMarketing,YES
170276884,"$100,000 - $199,999",OWNER,N,35,75 years or more,DirectMarketing,YES
120251826,"$100,000 - $199,999",OWNER,N,10,55-59,DirectMarketing,YES
180581209,"$300,000 - $399,999",OWNER,N,7,45-49,Website,YES
181442917,"$  20,000 - $49,999",OWNER,N,1,50-54,DirectMarketing,YES
181432997,"$  20,000 - $49,999",RENTER,N,1,25-29,Website,YES
160526818,"$100,000 - $199,999",OWNER,N,24,60-64,DirectMarketing,YES
181463713,"$  20,000 - $49,999",RENTER,N,9,40-44,Website,YES
160198469,"$400,000 - $499,999",OWNER,N,26,65-69,DirectMarketing,YES
180311727,"Under $20,000",OWNER,N,6,50-54,DirectMarketing,YES
181510916,"$  20,000 - $49,999",OWNER,N,15,55-59,DirectMarketing,YES
181534297,"$  50,000 - $99,999",RENTER,N,9,25-29,DirectMarketing,YES
180457365,"$100,000 - $199,999",OWNER,N,6,55-59,DirectMarketing,YES
181197784,"$  20,000 - $49,999",RENTER,N,13,45-49,DirectMarketing,YES
150088218,"$100,000 - $199,999",OWNER,Y,14,45-49,DirectMarketing,YES
180316197,"$  20,000 - $49,999",OWNER,N,6,55-59,DirectMarketing,YES
140498543,"$500,000 Plus",OWNER,Y,23,65-69,DirectMarketing,YES
160259054,"$100,000 - $199,999",OWNER,N,11,60-64,DirectMarketing,YES
110007133,"$100,000 - $199,999",OWNER,N,39,70-74,DirectMarketing,YES
181471602,"Under $20,000",RENTER,N,2,25-29,Website,YES
181322219,"$  20,000 - $49,999",RENTER,N,1,30-34,Website,YES
140019757,"$200,000 - $299,999",OWNER,N,30,75 years or more,DirectMarketing,YES
160345868,"$500,000 Plus",OWNER,N,35,60-64,DirectMarketing,YES
130253724,"$200,000 - $299,999",OWNER,N,28,75 years or more,DirectMarketing,YES
181434317,"Under $20,000",RENTER,N,6,25-29,Website,YES
181301270,"$500,000 Plus",OWNER,N,31,70-74,Website,YES
181412127,"$  50,000 - $99,999",OWNER,N,30,60-64,DirectMarketing,YES
120381032,"$500,000 Plus",OWNER,Y,20,50-54,DirectMarketing,YES
181314025,"$100,000 - $199,999",OWNER,N,23,65-69,DirectMarketing,YES
150110317,"$  50,000 - $99,999",OWNER,Y,28,50-54,DirectMarketing,YES
140028969,"$100,000 - $199,999",OWNER,Y,22,50-54,DirectMarketing,YES
150323712,"$300,000 - $399,999",OWNER,N,23,60-64,DirectMarketing,YES
181192409,"$100,000 - $199,999",OWNER,N,13,55-59,DirectMarketing,YES
181399325,"$  50,000 - $99,999",OWNER,N,4,55-59,DirectMarketing,YES
181510598,"$100,000 - $199,999",OWNER,N,13,45-49,Website,YES
181214025,"$  50,000 - $99,999",RENTER,N,18,55-59,DirectMarketing,YES
140061274,"$  50,000 - $99,999",OWNER,N,33,75 years or more,DirectMarketing,YES
170078196,"$  50,000 - $99,999",OWNER,N,39,75 years or more,DirectMarketing,YES
181436211,"$100,000 - $199,999",RENTER,Y,5,40-44,DirectMarketing,YES
180161506,"$300,000 - $399,999",OWNER,N,37,75 years or more,Website,YES
180484798,"$  50,000 - $99,999",OWNER,N,1,35-39,DirectMarketing,YES
181255538,"$100,000 - $199,999",OWNER,Y,23,45-49,DirectMarketing,YES
181196343,"$  50,000 - $99,999",OWNER,Y,2,35-39,DirectMarketing,YES
150417302,"$400,000 - $499,999",OWNER,N,22,60-64,DirectMarketing,YES
110186760,"$300,000 - $399,999",OWNER,N,37,75 years or more,DirectMarketing,YES
180239633,"$  50,000 - $99,999",OWNER,N,8,70-74,DirectMarketing,YES
181484311,"$  20,000 - $49,999",OWNER,N,3,40-44,DirectMarketing,YES
120283081,"$100,000 - $199,999",OWNER,N,31,65-69,DirectMarketing,YES
181507478,"$100,000 - $199,999",OWNER,N,1,40-44,DirectMarketing,YES
181472445,"$100,000 - $199,999",RENTER,N,2,45-49,DirectMarketing,YES
181261625,"$  50,000 - $99,999",OWNER,N,33,75 years or more,Website,YES
150129693,"$  50,000 - $99,999",OWNER,N,12,75 years or more,DirectMarketing,YES
130107032,"$  50,000 - $99,999",OWNER,N,21,75 years or more,DirectMarketing,YES
180334563,"$500,000 Plus",OWNER,N,7,50-54,Website,YES
181480060,"$300,000 - $399,999",OWNER,N,14,60-64,DirectMarketing,YES
181394186,"$  50,000 - $99,999",RENTER,N,1,30-34,Website,YES
160603804,"$500,000 Plus",OWNER,Y,16,50-54,DirectMarketing,YES
160197545,"$100,000 - $199,999",OWNER,Y,22,75 years or more,DirectMarketing,YES
110065485,"$  50,000 - $99,999",OWNER,N,37,65-69,DirectMarketing,YES
181411997,"$  50,000 - $99,999",OWNER,N,1,75 years or more,DirectMarketing,YES
181539968,"Under $20,000",RENTER,N,5,40-44,Website,YES
181445427,"$  20,000 - $49,999",OWNER,Y,15,55-59,Website,YES
120504491,"$  20,000 - $49,999",OWNER,N,11,65-69,DirectMarketing,YES
181463076,"$  20,000 - $49,999",RENTER,N,1,35-39,Website,YES
110109886,"$100,000 - $199,999",OWNER,N,39,75 years or more,DirectMarketing,YES
181429947,"Under $20,000",RENTER,N,9,60-64,Website,YES
150503661,"$  50,000 - $99,999",OWNER,N,31,70-74,DirectMarketing,YES
110201481,"$300,000 - $399,999",OWNER,N,18,70-74,DirectMarketing,YES
120264363,"$500,000 Plus",OWNER,N,24,55-59,DirectMarketing,YES
181205478,"$300,000 - $399,999",OWNER,N,13,60-64,DirectMarketing,YES
160024449,"$  50,000 - $99,999",OWNER,N,13,75 years or more,DirectMarketing,YES
181218895,"$100,000 - $199,999",OWNER,Y,11,50-54,DirectMarketing,YES
181399362,"$  50,000 - $99,999",OWNER,N,15,60-64,DirectMarketing,YES
150187233,"$  50,000 - $99,999",OWNER,N,20,70-74,DirectMarketing,YES
170231356,"$400,000 - $499,999",OWNER,Y,35,70-74,DirectMarketing,YES
180416641,"$100,000 - $199,999",OWNER,N,23,55-59,DirectMarketing,YES
140558876,"$300,000 - $399,999",OWNER,N,9,75 years or more,DirectMarketing,YES
150253635,"$100,000 - $199,999",OWNER,Y,24,60-64,DirectMarketing,YES
181214334,"$  50,000 - $99,999",OWNER,N,5,45-49,DirectMarketing,YES
181199728,"$100,000 - $199,999",OWNER,N,7,30-34,DirectMarketing,YES
180203319,"$100,000 - $199,999",OWNER,N,27,50-54,Website,YES
181217834,"$  50,000 - $99,999",OWNER,N,29,75 years or more,DirectMarketing,YES
181453637,"$  20,000 - $49,999",OWNER,N,1,55-59,Website,YES
140158756,"$  20,000 - $49,999",RENTER,N,19,70-74,DirectMarketing,YES
180557874,"Under $20,000",RENTER,N,1,50-54,DirectMarketing,YES
140490500,"$  50,000 - $99,999",RENTER,N,1,30-34,DirectMarketing,YES
130593385,"$  20,000 - $49,999",OWNER,N,3,75 years or more,DirectMarketing,YES
110487123,"$100,000 - $199,999",OWNER,N,5,55-59,DirectMarketing,YES
181506562,"$  50,000 - $99,999",OWNER,N,16,70-74,DirectMarketing,YES
181417258,"$  50,000 - $99,999",OWNER,N,1,30-34,DirectMarketing,YES
120198444,"$100,000 - $199,999",OWNER,N,40,70-74,DirectMarketing,YES
140194092,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
160277464,"$300,000 - $399,999",OWNER,N,23,60-64,DirectMarketing,YES
140172840,"$100,000 - $199,999",OWNER,N,34,75 years or more,DirectMarketing,YES
150107244,"$  20,000 - $49,999",OWNER,Y,33,65-69,DirectMarketing,YES
160107245,"$200,000 - $299,999",OWNER,N,37,65-69,DirectMarketing,YES
170342306,"$100,000 - $199,999",OWNER,N,15,50-54,DirectMarketing,YES
180349216,"$  50,000 - $99,999",RENTER,Y,7,45-49,DirectMarketing,YES
181548859,"$  20,000 - $49,999",OWNER,N,20,70-74,Website,YES
130299658,"$200,000 - $299,999",OWNER,N,14,60-64,DirectMarketing,YES
181442074,"$  50,000 - $99,999",RENTER,Y,4,45-49,DirectMarketing,YES
181457487,"$  50,000 - $99,999",OWNER,N,6,30-34,Website,YES
110095662,"$300,000 - $399,999",OWNER,N,31,65-69,DirectMarketing,YES
160067933,"$300,000 - $399,999",OWNER,N,20,65-69,DirectMarketing,YES
110253925,"$  50,000 - $99,999",OWNER,N,29,65-69,DirectMarketing,YES
180333680,"$  50,000 - $99,999",OWNER,N,16,55-59,DirectMarketing,YES
181404676,"Under $20,000",OWNER,N,15,75 years or more,Website,YES
180571925,"$  20,000 - $49,999",OWNER,N,7,35-39,Website,YES
181539974,"Under $20,000",RENTER,N,2,24 years or less,Website,YES
181278353,"$  20,000 - $49,999",OWNER,N,3,75 years or more,DirectMarketing,YES
181526564,"$  20,000 - $49,999",RENTER,N,1,65-69,Website,YES
160105180,"$300,000 - $399,999",OWNER,N,32,60-64,DirectMarketing,YES
180502531,"$100,000 - $199,999",OWNER,N,5,24 years or less,Website,YES
181190008,"$100,000 - $199,999",OWNER,N,1,40-44,DirectMarketing,YES
181460167,"$  20,000 - $49,999",RENTER,Y,1,30-34,DirectMarketing,YES
130504870,"$100,000 - $199,999",OWNER,N,23,50-54,DirectMarketing,YES
181457238,"$  50,000 - $99,999",OWNER,N,10,35-39,Website,YES
160260510,"$  20,000 - $49,999",OWNER,N,23,70-74,DirectMarketing,YES
110071890,"$100,000 - $199,999",OWNER,N,25,55-59,DirectMarketing,YES
181473962,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
160053541,"$  20,000 - $49,999",OWNER,N,37,75 years or more,DirectMarketing,YES
170046836,"$100,000 - $199,999",OWNER,Y,13,40-44,DirectMarketing,YES
140337186,"$  20,000 - $49,999",RENTER,N,3,75 years or more,DirectMarketing,YES
180494116,"$  20,000 - $49,999",OWNER,N,5,75 years or more,DirectMarketing,YES
130058585,"$100,000 - $199,999",OWNER,N,16,60-64,DirectMarketing,YES
181266660,"$  50,000 - $99,999",OWNER,N,4,45-49,DirectMarketing,YES
150061366,"$  50,000 - $99,999",RENTER,N,3,75 years or more,DirectMarketing,YES
181437142,"$  50,000 - $99,999",RENTER,N,1,24 years or less,Website,YES
110171920,"$100,000 - $199,999",OWNER,N,29,65-69,DirectMarketing,YES
110389956,"$  50,000 - $99,999",OWNER,N,15,60-64,DirectMarketing,YES
170169259,"$100,000 - $199,999",RENTER,Y,15,40-44,DirectMarketing,YES
181191903,"$100,000 - $199,999",RENTER,N,1,55-59,Website,YES
181500258,"$  50,000 - $99,999",OWNER,Y,3,50-54,DirectMarketing,YES
140016565,"$300,000 - $399,999",OWNER,N,38,75 years or more,DirectMarketing,YES
180499557,"$  50,000 - $99,999",OWNER,N,38,70-74,DirectMarketing,YES
130532331,"$100,000 - $199,999",OWNER,N,8,75 years or more,DirectMarketing,YES
170360044,"$100,000 - $199,999",OWNER,N,16,65-69,DirectMarketing,YES
181205123,"$200,000 - $299,999",OWNER,N,32,65-69,DirectMarketing,YES
140450012,"$  50,000 - $99,999",OWNER,N,7,45-49,DirectMarketing,YES
140018784,"Under $20,000",OWNER,N,1,55-59,DirectMarketing,YES
180200286,"$  50,000 - $99,999",OWNER,N,42,70-74,DirectMarketing,YES
130536209,"$100,000 - $199,999",OWNER,N,25,75 years or more,DirectMarketing,YES
180685312,"$100,000 - $199,999",OWNER,N,3,40-44,DirectMarketing,YES
140490346,"$  50,000 - $99,999",OWNER,N,26,75 years or more,DirectMarketing,YES
130052467,"$  20,000 - $49,999",OWNER,N,54,75 years or more,DirectMarketing,YES
160472827,"$300,000 - $399,999",OWNER,N,32,65-69,DirectMarketing,YES
120311914,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,YES
181535147,"$100,000 - $199,999",OWNER,N,2,50-54,DirectMarketing,YES
180447149,"$  20,000 - $49,999",OWNER,N,23,60-64,Website,YES
170593578,"$  50,000 - $99,999",OWNER,N,20,75 years or more,DirectMarketing,YES
130010642,"$  20,000 - $49,999",OWNER,N,30,55-59,Website,YES
120199396,"$100,000 - $199,999",OWNER,N,40,75 years or more,DirectMarketing,YES
181500212,"$100,000 - $199,999",OWNER,N,23,55-59,DirectMarketing,YES
120517588,"$100,000 - $199,999",OWNER,N,25,70-74,DirectMarketing,YES
110245448,"$  50,000 - $99,999",OWNER,N,31,65-69,DirectMarketing,YES
181538037,"$  50,000 - $99,999",RENTER,N,1,50-54,DirectMarketing,YES
120560092,"$500,000 Plus",OWNER,Y,14,50-54,DirectMarketing,YES
170506827,"$300,000 - $399,999",OWNER,Y,22,50-54,DirectMarketing,YES
181483281,"$  50,000 - $99,999",OWNER,N,11,50-54,DirectMarketing,YES
160158751,"$300,000 - $399,999",OWNER,Y,20,50-54,DirectMarketing,YES
150485244,"$100,000 - $199,999",OWNER,N,2,40-44,DirectMarketing,YES
170284493,"$  50,000 - $99,999",OWNER,N,21,75 years or more,DirectMarketing,YES
180495726,"$  50,000 - $99,999",OWNER,N,7,45-49,DirectMarketing,YES
180503683,"$100,000 - $199,999",OWNER,N,24,65-69,DirectMarketing,YES
180448549,"$  50,000 - $99,999",OWNER,N,18,35-39,DirectMarketing,YES
180477518,"$  20,000 - $49,999",OWNER,Y,36,75 years or more,DirectMarketing,YES
181447146,"$200,000 - $299,999",RENTER,N,1,25-29,Website,YES
180139081,"$100,000 - $199,999",OWNER,N,22,55-59,DirectMarketing,YES
180157259,"$  50,000 - $99,999",RENTER,N,2,60-64,DirectMarketing,YES
130323003,"$100,000 - $199,999",OWNER,Y,1,50-54,DirectMarketing,YES
120016703,"$100,000 - $199,999",OWNER,N,8,75 years or more,DirectMarketing,YES
181515275,"$  50,000 - $99,999",RENTER,N,7,30-34,Website,YES
181553040,"$  20,000 - $49,999",OWNER,N,31,50-54,Website,YES
181289389,"Under $20,000",RENTER,N,1,25-29,DirectMarketing,YES
181400927,"$100,000 - $199,999",OWNER,N,9,60-64,DirectMarketing,YES
120006119,"$  50,000 - $99,999",OWNER,Y,18,75 years or more,DirectMarketing,YES
130607686,"$  50,000 - $99,999",OWNER,N,15,75 years or more,DirectMarketing,YES
150602837,"$300,000 - $399,999",OWNER,N,3,60-64,DirectMarketing,YES
110163821,"$500,000 Plus",OWNER,N,31,75 years or more,DirectMarketing,YES
150216584,"$100,000 - $199,999",OWNER,N,25,75 years or more,DirectMarketing,YES
180439156,"$100,000 - $199,999",OWNER,N,4,45-49,DirectMarketing,YES
181308660,"Under $20,000",OWNER,N,7,24 years or less,DirectMarketing,YES
181467816,"$  50,000 - $99,999",OWNER,N,21,55-59,Website,YES
180654492,"$400,000 - $499,999",OWNER,N,8,30-34,DirectMarketing,YES
140188100,"$100,000 - $199,999",OWNER,Y,23,55-59,DirectMarketing,YES
160012318,"$  50,000 - $99,999",OWNER,N,40,65-69,DirectMarketing,YES
181315733,"$100,000 - $199,999",OWNER,Y,22,55-59,DirectMarketing,YES
140386242,"$300,000 - $399,999",OWNER,N,28,70-74,DirectMarketing,YES
140401068,"$100,000 - $199,999",OWNER,N,22,65-69,DirectMarketing,YES
160256044,"$200,000 - $299,999",OWNER,N,20,50-54,DirectMarketing,YES
160282049,"$100,000 - $199,999",OWNER,N,24,55-59,DirectMarketing,YES
181452396,"$  20,000 - $49,999",RENTER,N,2,45-49,Website,YES
180459432,"$  20,000 - $49,999",OWNER,N,24,75 years or more,DirectMarketing,YES
150140599,"$  50,000 - $99,999",OWNER,N,19,60-64,DirectMarketing,YES
110608909,"$100,000 - $199,999",OWNER,N,20,60-64,DirectMarketing,YES
181480076,"$300,000 - $399,999",OWNER,N,25,75 years or more,DirectMarketing,YES
130162213,"$100,000 - $199,999",OWNER,N,35,75 years or more,DirectMarketing,YES
181448449,"$100,000 - $199,999",OWNER,N,7,45-49,DirectMarketing,YES
180598000,"$100,000 - $199,999",OWNER,N,14,65-69,Website,YES
150527349,"$100,000 - $199,999",OWNER,N,10,55-59,DirectMarketing,YES
180410985,"$  50,000 - $99,999",OWNER,N,10,50-54,DirectMarketing,YES
170169553,"$100,000 - $199,999",OWNER,N,20,70-74,DirectMarketing,YES
130343618,"$  50,000 - $99,999",OWNER,N,21,75 years or more,DirectMarketing,YES
181435091,"$  50,000 - $99,999",OWNER,N,1,35-39,Website,YES
181447966,"$  20,000 - $49,999",OWNER,N,32,55-59,Website,YES
181552624,"Under $20,000",RENTER,N,1,35-39,Website,YES
140516246,"$300,000 - $399,999",OWNER,N,28,70-74,DirectMarketing,YES
170203370,"$  50,000 - $99,999",OWNER,N,4,55-59,DirectMarketing,YES
180475162,"$100,000 - $199,999",RENTER,N,4,40-44,DirectMarketing,YES
181448930,"$  20,000 - $49,999",RENTER,N,14,75 years or more,DirectMarketing,YES
160311946,"$100,000 - $199,999",OWNER,Y,6,60-64,DirectMarketing,YES
